clients,overall_request_count,overall_failure_count,average_response_time,min_response_time,max_response_time
4,240,2,49.05347159999896,16.065513999990344,584.2551469999933
20,1112,2,76.94563436690656,14.073466000013468,1187.5712700000065
100,5136,0,470.33422781074853,14.22342099999696,8685.977121000007
200,9520,2,762.9765320096641,8.975534999990487,6420.3632910000015
400,11906,4,3601.9061517119103,21.312068999918665,21516.68861300004
600,14732,2,5597.143785551722,21.681849000060534,29601.983580000026
800,17144,8740,6486.9301959356035,1.8296419999614957,39037.161653
1000,17488,7626,9447.707477203912,3.254480999999032,32717.37375500001
